UDPV	// User ID
14-1-2021	// Evaluation date
UDLV_HV_09_orientation	14-1-2021	08:36:53:349	// Source file name and timestamp
100.000	// Sampling rate
33.242	// Data capture period

0.020000	// MOE
0.531000	// BslLeft
0.551000	// BslRight


Sample #	RHLBX	RHLBY	RHLBZ	RMALX	RMALY	RMALZ	RMELX	RMELY	RMELZ	LHLBX	LHLBY	LHLBZ	LMALX	LMALY	LMALZ	LMELX	LMELY	LMELZ	LMEMX	LMEMY	LMEMZ	LKNLX	LKNLY	LKNLZ	RKNLX	RKNLY	RKNLZ	LTRCX	LTRCY	LTRCZ	RTRCX	RTRCY	RTRCZ	LeftSuccessCount	RightSuccessCount	TargetHit_Left	TargetHit_Right	LeftCount	TrgtLeft	TrgtRight	LSL	RFx	RFy	RFz	LFx	LFy	LFz	RSL	Trgt	
10	0.134088	-0.959409	0.075227	0.189615	-0.916626	0.089590	0.226309	-0.810448	0.039947	-0.067873	-0.961829	0.071921	-0.113991	-0.912128	0.083536	-0.133659	-0.803543	0.037507	-0.034535	-0.781257	0.044459	-0.126516	-0.887441	0.441355	0.200987	-0.900154	0.441213	-0.145512	-0.870846	0.799151	0.219515	-0.870877	0.812376	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.031656	0.007663	0.262569	0.031156	-0.002239	0.281670	NaN	0.342145	
11	0.134138	-0.959421	0.075171	0.189667	-0.916647	0.089543	0.226307	-0.810522	0.039972	-0.067899	-0.961877	0.071884	-0.114011	-0.912247	0.083580	-0.133664	-0.803630	0.037546	-0.034514	-0.781357	0.044513	-0.126505	-0.887555	0.441319	0.201011	-0.900220	0.441178	-0.145576	-0.871050	0.799155	0.219478	-0.870908	0.812318	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.032572	0.004001	0.262264	0.030545	-0.000714	0.281670	NaN	0.342145	
12	0.134142	-0.959453	0.075055	0.189657	-0.916669	0.089460	0.226343	-0.810611	0.039967	-0.067850	-0.961855	0.071772	-0.113966	-0.912263	0.083511	-0.133713	-0.803761	0.037525	-0.034585	-0.781423	0.044549	-0.126534	-0.887653	0.441252	0.200948	-0.900233	0.441003	-0.145556	-0.871252	0.799091	0.219452	-0.870980	0.812211	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.032572	0.007053	0.262874	0.030545	-0.000714	0.281670	NaN	0.342145	
13	0.134134	-0.959516	0.075017	0.189513	-0.916750	0.089386	0.226342	-0.810693	0.039894	-0.067880	-0.961928	0.071759	-0.114014	-0.912443	0.083433	-0.133773	-0.803838	0.037475	-0.034631	-0.781420	0.044526	-0.126460	-0.887732	0.441213	0.200951	-0.900342	0.440951	-0.145566	-0.871383	0.798994	0.219446	-0.871073	0.812168	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.032572	0.012546	0.261654	0.031766	-0.004986	0.281975	NaN	0.342145	
14	0.134141	-0.959478	0.075001	0.189596	-0.916816	0.089352	0.226356	-0.810690	0.039877	-0.067893	-0.961938	0.071717	-0.114017	-0.912490	0.083390	-0.133720	-0.803829	0.037440	-0.034656	-0.781463	0.044464	-0.126448	-0.887871	0.441116	0.200964	-0.900389	0.440914	-0.145543	-0.871434	0.798925	0.219406	-0.871181	0.812111	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.034403	0.005222	0.262569	0.029630	-0.000408	0.282586	NaN	0.342145	
15	0.134128	-0.959475	0.075034	0.189625	-0.916782	0.089440	0.226276	-0.810672	0.039832	-0.067912	-0.961963	0.071758	-0.114049	-0.912428	0.083420	-0.133688	-0.803730	0.037427	-0.034550	-0.781400	0.044438	-0.126527	-0.887891	0.441136	0.200912	-0.900435	0.440974	-0.145484	-0.871645	0.798954	0.219340	-0.871260	0.812146	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.030741	0.004001	0.263485	0.030851	0.000507	0.282281	NaN	0.342145	
16	0.134115	-0.959461	0.075122	0.189671	-0.916750	0.089533	0.226345	-0.810531	0.039926	-0.067927	-0.961964	0.071883	-0.114016	-0.912299	0.083446	-0.133662	-0.803622	0.037474	-0.034509	-0.781365	0.044396	-0.126652	-0.888129	0.441321	0.200989	-0.900498	0.441113	-0.145500	-0.871852	0.799046	0.219424	-0.871306	0.812250	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.030130	0.007968	0.262874	0.032071	-0.005291	0.281670	NaN	0.342145	
17	0.134086	-0.959400	0.075221	0.189646	-0.916683	0.089629	0.226348	-0.810443	0.040020	-0.067926	-0.961862	0.071986	-0.113969	-0.912081	0.083520	-0.133673	-0.803567	0.037533	-0.034551	-0.781228	0.044486	-0.126690	-0.888130	0.441430	0.200964	-0.900462	0.441197	-0.145533	-0.871987	0.799122	0.219381	-0.871355	0.812353	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.034708	0.006747	0.263180	0.030851	-0.003155	0.281670	NaN	0.342145	
18	0.134109	-0.959375	0.075268	0.189647	-0.916613	0.089668	0.226335	-0.810398	0.040095	-0.067898	-0.961822	0.071980	-0.114011	-0.912074	0.083604	-0.133656	-0.803543	0.037558	-0.034652	-0.781249	0.044532	-0.126704	-0.888325	0.441460	0.200984	-0.900527	0.441252	-0.145533	-0.872163	0.799163	0.219352	-0.871409	0.812430	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.032877	0.010410	0.262569	0.028104	-0.002850	0.281060	NaN	0.342145	
19	0.134109	-0.959417	0.075223	0.189586	-0.916616	0.089567	0.226331	-0.810434	0.040087	-0.067907	-0.961833	0.071888	-0.114076	-0.912300	0.083567	-0.133719	-0.803630	0.037515	-0.034537	-0.781278	0.044597	-0.126768	-0.888430	0.441384	0.200920	-0.900571	0.441142	-0.145527	-0.872237	0.799061	0.219344	-0.871504	0.812351	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.030435	0.010410	0.264095	0.032376	-0.004070	0.281365	NaN	0.342145	
