UDPV	// User ID
3-2-2021	// Evaluation date
UDLV_HV_13_orientation	3-2-2021	15:18:24:885	// Source file name and timestamp
100.000	// Sampling rate
32.462	// Data capture period

0.020000	// MOE
0.631000	// BslLeft
0.633000	// BslRight


Sample #	RHLBX	RHLBY	RHLBZ	RMALX	RMALY	RMALZ	RMELX	RMELY	RMELZ	LHLBX	LHLBY	LHLBZ	LMALX	LMALY	LMALZ	LMELX	LMELY	LMELZ	LMEMX	LMEMY	LMEMZ	LKNLX	LKNLY	LKNLZ	RKNLX	RKNLY	RKNLZ	LTRCX	LTRCY	LTRCZ	RTRCX	RTRCY	RTRCZ	LeftSuccessCount	RightSuccessCount	TargetHit_Left	TargetHit_Right	LeftCount	TrgtLeft	TrgtRight	LSL	RFx	RFy	RFz	LFx	LFy	LFz	RSL	Trgt	
0	0.120781	-0.859124	0.069194	0.164239	-0.797091	0.099735	0.202123	-0.681770	0.036821	-0.071297	-0.855884	0.068767	-0.107383	-0.791321	0.090917	-0.136810	-0.671293	0.036839	-0.027812	-0.648437	0.037685	0.190544	-0.745168	0.507639	-0.135904	-0.742257	0.515921	0.216365	-0.697605	0.915122	-0.159137	-0.724673	0.923151	0.000000	0.000000	0.000000	0.000000	0.000000	0.754025	0.510678	NaN	-0.027317	-0.005911	0.322984	0.027647	0.002619	0.293512	NaN	0.175750	
1	0.120772	-0.859122	0.069221	0.164224	-0.797074	0.099757	0.202081	-0.681750	0.036823	-0.071339	-0.855844	0.068800	-0.107345	-0.791209	0.090912	-0.136831	-0.671302	0.036856	-0.027895	-0.648447	0.037653	0.190595	-0.745205	0.507636	-0.135883	-0.742269	0.515922	0.216533	-0.697596	0.915166	-0.159009	-0.724485	0.923118	0.000000	0.000000	0.000000	0.000000	0.000000	0.754025	0.510678	NaN	-0.026401	-0.004996	0.325120	0.028257	-0.000433	0.292596	NaN	0.175750	
2	0.120794	-0.859124	0.069194	0.164234	-0.797116	0.099754	0.202096	-0.681786	0.036844	-0.071313	-0.855843	0.068790	-0.107434	-0.791335	0.090951	-0.136824	-0.671282	0.036856	-0.027907	-0.648450	0.037671	0.190715	-0.745307	0.507614	-0.135804	-0.742195	0.515930	0.216716	-0.697553	0.915188	-0.158872	-0.724232	0.923064	0.000000	0.000000	0.000000	0.000000	0.000000	0.754025	0.510678	NaN	-0.028842	-0.003470	0.324815	0.028867	-0.000128	0.292901	NaN	0.175750	
3	0.120801	-0.859138	0.069117	0.164248	-0.797145	0.099703	0.202104	-0.681833	0.036766	-0.071324	-0.855839	0.068712	-0.107460	-0.791351	0.090919	-0.136837	-0.671300	0.036861	-0.027909	-0.648441	0.037669	0.190904	-0.745409	0.507602	-0.135750	-0.742110	0.515901	0.216857	-0.697551	0.915100	-0.158746	-0.723972	0.923003	0.000000	0.000000	0.000000	0.000000	0.000000	0.754025	0.510678	NaN	-0.027622	-0.006216	0.323899	0.030088	0.007502	0.293817	NaN	0.175750	
4	0.120835	-0.859121	0.069040	0.164280	-0.797125	0.099642	0.202156	-0.681900	0.036690	-0.071301	-0.855792	0.068658	-0.107392	-0.791366	0.090858	-0.136847	-0.671322	0.036836	-0.027892	-0.648468	0.037665	0.191204	-0.745557	0.507571	-0.135673	-0.742055	0.515899	0.216996	-0.697590	0.915038	-0.158619	-0.723765	0.922992	0.000000	0.000000	0.000000	0.000000	0.000000	0.754025	0.510678	NaN	-0.026706	-0.005301	0.324204	0.028562	-0.000738	0.293512	NaN	0.175750	
5	0.120827	-0.859109	0.069045	0.164308	-0.797112	0.099585	0.202178	-0.681869	0.036682	-0.071252	-0.855804	0.068680	-0.107311	-0.791351	0.090866	-0.136797	-0.671282	0.036832	-0.027833	-0.648457	0.037597	0.191374	-0.745630	0.507551	-0.135585	-0.741942	0.515956	0.217199	-0.697586	0.915064	-0.158496	-0.723599	0.923033	0.000000	0.000000	0.000000	0.000000	0.000000	0.754025	0.510678	NaN	-0.027011	-0.002859	0.324510	0.027952	-0.001654	0.293206	NaN	0.175750	
6	0.120823	-0.859117	0.069147	0.164324	-0.797096	0.099627	0.202119	-0.681750	0.036691	-0.071266	-0.855810	0.068762	-0.107265	-0.791223	0.090916	-0.136808	-0.671206	0.036870	-0.027825	-0.648426	0.037592	0.191326	-0.745600	0.507639	-0.135555	-0.741858	0.516060	0.217393	-0.697596	0.915139	-0.158392	-0.723432	0.923104	0.000000	0.000000	0.000000	0.000000	0.000000	0.754025	0.510678	NaN	-0.028537	-0.003165	0.324815	0.027952	0.007807	0.293817	NaN	0.175750	
7	0.120807	-0.859104	0.069237	0.164341	-0.797051	0.099732	0.202129	-0.681661	0.036801	-0.071331	-0.855799	0.068838	-0.107284	-0.791147	0.090966	-0.136830	-0.671170	0.036865	-0.027862	-0.648416	0.037599	0.191483	-0.745706	0.507834	-0.135496	-0.741761	0.516125	0.217541	-0.697617	0.915209	-0.158282	-0.723267	0.923141	0.000000	0.000000	0.000000	0.000000	0.000000	0.754025	0.510678	NaN	-0.028232	-0.004385	0.324815	0.030088	0.002008	0.292901	NaN	0.175750	
8	0.120778	-0.859095	0.069234	0.164324	-0.797036	0.099756	0.202120	-0.681665	0.036843	-0.071371	-0.855802	0.068855	-0.107272	-0.791143	0.090992	-0.136804	-0.671220	0.036877	-0.027890	-0.648418	0.037581	0.191421	-0.745632	0.507812	-0.135467	-0.741698	0.516140	0.217625	-0.697627	0.915211	-0.158196	-0.723059	0.923143	0.000000	0.000000	0.000000	0.000000	0.000000	0.754025	0.510678	NaN	-0.025180	-0.005301	0.324204	0.030393	-0.001349	0.292901	NaN	0.175750	
9	0.120787	-0.859111	0.069190	0.164252	-0.797070	0.099733	0.202111	-0.681764	0.036807	-0.071306	-0.855807	0.068798	-0.107251	-0.791233	0.090956	-0.136808	-0.671308	0.036876	-0.027855	-0.648433	0.037665	0.191206	-0.745505	0.507692	-0.135387	-0.741614	0.516075	0.217680	-0.697698	0.915137	-0.158103	-0.722884	0.923075	0.000000	0.000000	0.000000	0.000000	0.000000	0.754025	0.510678	NaN	-0.027317	-0.003165	0.324510	0.025205	0.003839	0.295343	NaN	0.175750	
